,title,primaryCategory.categoryId,primaryCategory.categoryName,predictCategory
633,【Top Mint+】Panasonic LEICA D VARIO-ELMAR 14-150mm F3.5-5.6 Lens w/Hood 428652,3323,Lenses,"Lens Adapters, Mounts & Tubes"
634,*Top Mint* Voigtlander Nokton Classic 35mm f/1.4 MC Lens Leica M Mount JPN #2316,3323,Lenses,"Lens Adapters, Mounts & Tubes"
635,Leica Leitz Summicron 50mm F/2 Lens for Leica M #22682 H3,3323,Lenses,"Lens Adapters, Mounts & Tubes"
636,CANON serenar 50mm/F1.8 Leica 39mm LMT screw mount #71422,3323,Lenses,"Lens Adapters, Mounts & Tubes"
637,@ Ship in 24 Hrs! @ Canon 135mm f3.5 Telephoto Leica L39 LTM MF Rangefinder Lens,3323,Lenses,Lenses
638,【TOP MINT】 Voigtlander Color Skopar 35mm f/2.5 PII VM Leica M from japan,3323,Lenses,Viewfinders & Eyecups
639,【 EXC+++++ 】 Nikon Nikkor-H.C 5cm 50mm f/2 For L39 Leica LTM from JAPAN #760,3323,Lenses,Lenses
640,【Mint+】Voigtlander Color Skopar 28mm F3.5 Lens Leica L39 Screw w/Box 435306,3323,Lenses,Lenses
641,【 EXC+++ 】Leica Minilux Vario Elmar zoom 35-70mm F/3.5-6.5 From Japan #048,15230,Film Cameras,Viewfinders & Eyecups
642,Near mint Minolta CLE 35mm Film Rangefinder Leica M w/ Cap From Japan F/S #1048,15230,Film Cameras,Film Cameras
643,Avenon MC 28mm F/3.5 Lens for Leica L39 With M Mount Adapter #18055 C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
644,CANON Front lens Cap for 50mm F1.8 leica screw mount  #713612,79001,Lens Caps,Lens Caps
645,【TOP MINT】Voigtlander Ultron 28mm F/2 F/2.0 MF VM Lens For Leica M From JAPAN,3323,Lenses,Lenses
646,[ ALMOST MINT ] Canon 50mm f1.4 L39 LTM M39 Leica Screw Mount  MF Lens JAPAN,3323,Lenses,Lenses
647,【NEAR MINT+】Minolta M-Rokkor 28mm f/2.8 Leica M Mount for CL CLE From Japan #285,3323,Lenses,"Lens Adapters, Mounts & Tubes"
648,Miyazaki Sonnetar 73mm F/1.5 F MC MS-Optics Lens Black for Leica M #22560 F2,3323,Lenses,Lenses
649,*RARE MINT- Japan Model* Leica M6 Black 0.85 TTL 35mm Rangefinder Camera #2262,15230,Film Cameras,Film Cameras
650,"""Excellent+"" Nikon Nikkor H.C 5cm 50mm f/2 Leica Screw LTM L39 Lens from Japan",3323,Lenses,Lenses
651,[Near Mint] Nikon Nikkor-H.C 5cm F2 Black belt aperture Leica L39 LTM From Jp448,3323,Lenses,Lenses
652,Canon 50mm F/1.5 Lens for Leica L39 #22358 F4,3323,Lenses,Lenses
653,【EXC+++++】 Leica Elmar 90mm (9cm) f/4 L39 screw mount lens From JAPAN,3323,Lenses,Lenses
654,【NEAR MINT】 Canon 50mm f1.4 L39 Leica Screw Mount LTM Lens From JAPAN #190048,3323,Lenses,Lenses
655,【 Near MINT 】Leica Minilux Zoom Date Vario Elmar 35-70mm w / Case from Japan 230,15230,Film Cameras,Film Cameras
656,"""Exc+++++"" Canon 50mm F/0.95 Dream Lens For 7 7s Leica L Mount From Japan C87",3323,Lenses,Lens Caps
657,"""Near Mint"" Canon 28mm F/3.5 Lens Leica Screw L39 LTM Mount From Japan C571",3323,Lenses,Lenses
658,【N MINT】Minolta CL Rangefinder Film Camera 40mm f/2 Leica M Mount From JAPAN,15230,Film Cameras,Film Cameras
659,Konica M-Hexanon 50mm F/1.2 Limited Lens for Leica M #20935 F6,3323,Lenses,"Lens Adapters, Mounts & Tubes"
660,[EXCELLENT]Leica M4 35mm Rangefinder Film Camera Body From Japan #3559,15230,Film Cameras,Film Cameras
661,*Excellent* Leica Tri Elmar M 16-18-21mm f/4 ASPH w/ Hood from Japan #2832,3323,Lenses,Viewfinders & Eyecups
662,Canon 50mm f1.8 Leica Screw Mount L39 Lens from Japan 384,3323,Lenses,Lenses
663,Ricoh GR LENS 28mm F/2.8 Silver for Leica L39 LSM LTM Screw Mount [MINT] #521,3323,Lenses,Lenses
664,【Excellent+++】Minolta M-Rokkor 90mm f/4 Lens for CL CLE Leica From JAPAN *A096,3323,Lenses,Viewfinders & Eyecups
665,【EXCELLENT +5】 Canon 50mm F1.8 L39 LTM Leica Screw mount from JAPAN,3323,Lenses,Lenses
666,*Excellent* Leica Tri Elmar M 16-18-21mm f/4 ASPH w/ Hood from Japan #2832,3323,Lenses,Viewfinders & Eyecups
667,Canon Coupler w/Case Rangefinder Accessory for Canon 7 Leica LTM L39 from Japan,29965,Rangefinder Units & Accs,Lenses
668,"""For Parts"" Canon Model 7 35mm Rangefinder Film Camera Leica Screw Japan #A1557",15230,Film Cameras,Film Cameras
669,【Mint】Canon 35mm f2 Leica Screw Mount L39 LTM Lens,3323,Lenses,Lenses
670,【Excellent】LEICA M4-P Black 35mm Rangefinder Film Camera From Japan #254,15230,Film Cameras,Film Cameras
671,"Canon 50mm F/1.8 Leica Screw Mount LTM 39 Lens. ""AS-IS"" From Japan#2442",3323,Lenses,Lens Caps
672,【 AS IS 】 LEITZ Minolta CL Film Rangefinder Camera Body Leica M Mount From JAPAN,15230,Film Cameras,Film Cameras
673,【Mint w/Boxed】 Leica Summicron M 50mm f/2 E39 Lens for Leica M From JAPAN #6375,3323,Lenses,Lenses
674,[Mint in Box] Carl Zeiss Distagon T* 35mm f/1.4 ZM Lens Black for Leica M 5481,3323,Lenses,"Lens Adapters, Mounts & Tubes"
675,*Excellent* Leica Tri Elmar M 16-18-21mm f/4 ASPH w/ Hood from Japan #2832,3323,Lenses,Viewfinders & Eyecups
676,App N Mint*Exc++++* Sankyo Kohki Komura 135mm f/2.8 for Leica L39 Mount JPN*1121,3323,Lenses,"Lens Adapters, Mounts & Tubes"
677,Tokyo Kogaku Topcor S lens 50mm/F2  Leica 39mm screw mount Junk,3323,Lenses,"Lens Adapters, Mounts & Tubes"
678,Leica 28mm Finder from Japan,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
679,Excellent++ Leica Summilux M 50mm F1.4 1st generation w/ Leica filter,3323,Lenses,"Lens Adapters, Mounts & Tubes"
680,[Exc++] Voigtlander 35-135 Leica LTM L39 Screw Mount to M Mount Adapter #7764,30059,"Lens Adapters, Mounts & Tubes","Lens Adapters, Mounts & Tubes"
681,**MINT** Canon AUTO-UP 2 52cm~39cm OR 20~15cm 50mm 1.4 Leica Screw Lens #A908,3323,Lenses,Lens Caps
682,[Exc+5] Leica M5 Black 35mm Rangefinder Film Camera Body 3 Lug From Japan 634,15230,Film Cameras,Film Cameras
683,【Almost Unused Boxed】 Voigtlander ULTRON 28mm f/1.9 Asph Black Leica Mount JAPAN,3323,Lenses,Digital Cameras
684,Leica Leitz CL 50 Jahre 35mm Rangefinder Film Camera #22973 D3,15230,Film Cameras,Film Cameras
685,【NEAR MINT BOX】Leitz Minolta CL Rangefinder Camera Leica M mount From JAPAN #119,15230,Film Cameras,Film Cameras
686,【 EXC+++++ 】 CANON 50mm F1.4 W/ Metal Lens Hood L39 Leica Screw Mount From JAPAN,3323,Lenses,Lenses
687,"CANON 135mm f/3.5 Leica Screw L39 LTM Rangefinder Lens w/Hood, Finder from JAPAN",3323,Lenses,Lenses
688,Voigtlander Super Wide Heliar 15mm F4.5 Aspherical Leica L From Japan,3323,Lenses,Viewfinders & Eyecups
689,"*NEAR MINT* Leica V-Lux 4 Digital Camera Black Germany W/ Hood, Strap from Japan",31388,Digital Cameras,Digital Cameras
690,*MINT+* MINOLTA M ROKKOR 40MM F/2 FOR LEICA LEITZ M MOUNT CL CLE FROM JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
691,RICOH GXR w/A12 Leica M mount Lens Unit EXC++ From JAPAN #799,31388,Digital Cameras,Digital Cameras
692,LEICA SUMMICRON-M 90mm F2 E55 MF Lens for M Mount with Case #190707d,3323,Lenses,"Lens Adapters, Mounts & Tubes"
693,【NEAR MINT】 Leica Meter MR Black from Japan #0102,88668,Light Meters,Light Meters
694,*O.MINT IN BOX * Leica M6 0.72 silver  35mm Rangefinder Camera From Japan,15230,Film Cameras,Film Cameras
695,"""Very Rare""""Excellent+++"" Konica Hexagon 17mm F16 for Leica L Mount From Japan",3323,Lenses,"Lens Adapters, Mounts & Tubes"
696,【 EXC+++++ 】 Leitz Leica Elmar M 50mm 5cm f/3.5 E39 Chrome Lens from JAPAN #761,3323,Lenses,Viewfinders & Eyecups
697,Voigtlander NOKTON 50mm F1.5 Aspherical (for Leica L) Silver -Near Mint- #278,3323,Lenses,"Lens Adapters, Mounts & Tubes"
698,【N MINT+++】 KONICA HEXAR RF w/ 28mm f2.8 M-Rokkor Lens Leica M mount From JAPAN,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
699,"""TOP MINT""Voigtlander Nokton Classic 35mm f/1.4 MC Lens for Leica M-Mount #2911",3323,Lenses,Lens Hoods
700,"Leica Summaron-M 35mm f2 lens 8 Element GERMANY Goggle Ver.""Excellent++"" #2722",3323,Lenses,Lenses
701,【MINT】Leica IIIf Red Dial Self timer w/ ELMAR 50mm f/3.5 Red Scale Japan C589,15230,Film Cameras,Viewfinders & Eyecups
702,【EXC+++】Canon 50mm f1.8 MF Lens for Leica Screw Mount L39 LTM from JAPAN E81,3323,Lenses,Lenses
703,"""MINT"" MINOLTA M ROKKOR 90mm f4 Lens for CL CLE Leica M Mount from Japan 1860",3323,Lenses,"Lens Adapters, Mounts & Tubes"
704,【NEAR MINT】 Minolta M Rokkor 40mm f/2 Leitz Leica M Mount From JAPAN #940,3323,Lenses,"Lens Adapters, Mounts & Tubes"
705,【MINT】 Minolta CLE 35mm Rangefinder Film Camera Leica Leitz From JAPAN #694,15230,Film Cameras,Film Cameras
706,"""Top Mint""Voigtlander Color Skopar 50mm F2.5 for L39 LTM Leica Screw #2685",3323,Lenses,Lenses
707,Leica D-Lux 5 Soft Leather Camera Case w/Box [Near Mint] from Japan #11436 [F/S],107894,"Cases, Bags & Covers","Cases, Bags & Covers"
708,Leica D-LUX 5 10.1 MP Digital Camera Black Body w/Box [Exc+] from Japan #11408,31388,Digital Cameras,Digital Cameras
709,Excellent- LEICA SUMMICRON-R 50mm F2 CANADA lens,3323,Lenses,Lenses
710,【 Near Mint 】 Canon 35mm f/2 Leica Screw Mount L39 LTM Lens from Japan #425,3323,Lenses,Lenses
711,"Canon SERENAR 50mm F/1.8 Leica LTM39 Mount Lens, From Japan#6193",3323,Lenses,"Lens Adapters, Mounts & Tubes"
712,Konica UC-Hexanon 35mm F/2 Lens for Leica L39 #16726C1,3323,Lenses,Lenses
713,Leica Leitz Summicron-R 50mm F/2 E55 R-Cam Lens for Leica R #22319 H2,3323,Lenses,"Lens Adapters, Mounts & Tubes"
714,[Mint] Minolta CLE 35mm Rangefinder Film Camera Flash Glip Leica M From Japan,15230,Film Cameras,Film Cameras
715,Canon vintage black lens 50mm/F1.8 with Leica 39mm screw mount 257370,3323,Lenses,Lens Caps
716,*Mint-* Leica M3 Single Stroke SS Late Model Film Camera Body 1962 Year JP #2257,15230,Film Cameras,Film Cameras
717,【N MINT】Leica M3 DS Rangefinder Camera Body Chrome w/ VC Meter ll From JAPAN,15230,Film Cameras,Film Cameras
718,【TOP MINT In Box w/Data-back】 LEICA Minilux Zoom + CF FLASH Rangefinder JAPAN,15230,Film Cameras,Film Cameras
719,Leica Summicron-M 35mm F/2 7-Element E39 Lens for Leica M #21466 G3,3323,Lenses,"Lens Adapters, Mounts & Tubes"
720,CANON Front and rear lens Caps for 50mm F1.8 leica screw mount  #909275,79001,Lens Caps,Lens Caps
721,Vintage!! Canon lens Leather Case for 85mm f1.8 leica screw mount,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
722,【EXC++++】 LEITZ Minolta CL Film Rangefinder Body Leica M Mount From JAPAN #2132,15230,Film Cameras,Film Cameras
723,Canon model 7 black Leica Screw Mount Rangefinder #909275,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
724,*TOP MINT* Leica M7 0.85 Black 35mm Rangefinder From JAPAN #284,15230,Film Cameras,Film Cameras
725,Canon 35mm F2.8 L Lens for Leica LTM L39 Screw Mount From JAPAN,3323,Lenses,Lenses
726,[Excellent+++] Leitz Leica Apo Extender R 2x For Leica R From Japan #7672,30059,"Lens Adapters, Mounts & Tubes",Viewfinders & Eyecups
727,Voigtlander 25mm View Finder for Viewfinder / Leica [As-Is] from JP #453421,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
728,[MINT] Canon 50mm f/1.4 L39 Leica Screw Mount LTM Lens Camera Filter Japan 631,3323,Lenses,Lenses
729,【MINT+++】 Leica Minilux Black 35mm Film Camera Summarit 40mm F2.4 From JAPAN 637,15230,Film Cameras,Film Cameras
730,"""TOP MINT in BOX""Voigtlander APO Lanthar 90mm f/3.5 MC Leica Screw Mount #2651",3323,Lenses,"Lens Adapters, Mounts & Tubes"
731,Rare [NEAR MINT] Leitz Wetzlar Summicron R 50mm F2 1-cam For Leica R From JAPAN,3323,Lenses,Viewfinders & Eyecups
732,"""N MINT"" Leica IIIf Red Dial Self Timer Camera w/ Elmar 50mm Lens From JAPAN 394",15230,Film Cameras,Digital Cameras
733,【EXC+6】 LEICA R3 ELECTRONIC 35mm SLR FILM CAMERA BODY ONLY FROM JAPAN #1756,15230,Film Cameras,Film Cameras
734,Leica Elmar-C 90mm F/4 Lens from Japan,3323,Lenses,Viewfinders & Eyecups
735,**Near Mint** LEICA SF 20 Shoe Mount Flash from Japan,48515,Flashes,"Lens Adapters, Mounts & Tubes"
736,【N.MINT】 MINOLTA M Rokkor 40mm F/2 Lens For CL CLE Leica M Mount From JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
737,Minolta C.E. ROKKOR 50mm f/2.8 Leica Screw Mount LTM L39 Enlarging Lens 13024,3323,Lenses,Lenses
738,Genuine Canon case for Canon lens 100mm F/3.5 leica mount 3,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
739,【MINT】 Leica Leitz Minolta CL w/ M Rokkor 40mm f/2 Rangefinder From JAPAN #753,15230,Film Cameras,Viewfinders & Eyecups
740,"""EXC"" Leica Leitz Wetzlar Lens Hood 12509 For 28/2.8 35/2 35/2.8 from Japan #43",78999,Lens Hoods,Lens Hoods
741,"""Excellent++ in Box"" Leica Summicron-M 50mm F/2 Black for M6 M7 MP etc  #2765",3323,Lenses,Straps & Hand Grips
742,Canon 50mm F2.8 Leica Screw Mount LTM M39  SN35737,3323,Lenses,Lens Caps
743,AS IS Canon 50mm f1.8 Chrome Leica Screw L39 LTM Mount,3323,Lenses,Lenses
744,【MINT】 LEICA Leitz TELE-ELMARIT-M 90mm F/2.8 MF Lens M Mount from Japan 625,3323,Lenses,"Lens Adapters, Mounts & Tubes"
745,0943# ** Rareitem ** Leica IIIb BODY,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
746,[Excellent+++]Canon Model L1 Leica Screw Mount Rangefinder camera F/S from japan,15230,Film Cameras,Film Cameras
747,【As-Is】Canon L2 Rangefinder 35mm Film Camera Body Leica Screw Mount from JAPAN,15230,Film Cameras,Film Cameras
748,CANON 35mm F2 Leica Screw Mount LTM L39 Manual Focus Lens From JAPAN #451768,3323,Lenses,Lenses
749,CANON Front Lens Cap for 50mm F1.8/F2.8 LTM Leica screw mount From JAPAN,79001,Lens Caps,Lens Caps
750,【NEAR MINT】 Canon 50mm f/1.4 Manual MF Lens L39 Leica Screw Mount LTM Japan 1392,3323,Lenses,Lenses
751,"""Reserved"" Leica Meter MR CHROME For M2 M3 M4 M4-2 M4-P from Japan #9d",88668,Light Meters,Light Meters
752,"""MINT+"" Canon 50mm f/1.4 L39 Leica Screw Mount LTM Camera Lens From Japan 401",3323,Lenses,Lenses
753,▣ EXC+5 ▣ Leica Meter MR CHROME For M2 M3 M4 M4-2 M4-P from Japan #38,88668,Light Meters,Light Meters
754,【TOP MINT】 Leica CL w/ Leitz Summicron C 40mm f2 Hood Rangefinder JAPAN #990,15230,Film Cameras,Lens Hoods
755,Voigtlander 25mm View Finder for Viewfinder / Leica [Excellent] from JP #465204,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
756,[Mint] Leica minilux 35mm Summarit 40mm f/2.4 + Leather Case from JAPAN 0479,15230,Film Cameras,"Cases, Bags & Covers"
757,*N Mint* Genuine Leica Black Leather Lens Case 8 x 7.75 cm From Japan #2303,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
758,Ext+ Canon 35mm F/2.8 Leica Screw Mount LTM L39 w/Viewfinder from Japan #81,3323,Lenses,Lenses
759,[MINT]Leica M4-P 35mm Rangefinder Film Camera In Black #4186,15230,Film Cameras,Film Cameras
760,Leica Summicron-M 90mm F/2 E55 Lens for Leica M #22183 C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
761,【EXC+5】 Leica Meter MR Chrome For M2 M3 M4 M4-2 M4-P From JAPAN #s139,88668,Light Meters,Light Meters
762,*Near Mint-* LEICA R5 35mm SLR Film Camera Body only From Japan #2275,15230,Film Cameras,Film Cameras
763,Full Overhauled!! [Mint] Minolta CLE Rangefinder Leica M Mount from JAPAN 0485,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
764,[Near Mint w/ Hood] Canon L 100mm f/3.5 Leica Screw L39 LTM Mount Lens JPN #706,3323,Lenses,Lenses
765,【EXC+3】 Leica Leitz Elmar 5cm 50mm f/2.8 For M Mount Rangefinder From JAPAN #917,3323,Lenses,"Lens Adapters, Mounts & Tubes"
766,Mint Minolta M Rokkor 90mm f/4 For CL CLE Leica M Mount From Japan,3323,Lenses,"Lens Adapters, Mounts & Tubes"
767,【NEAR MINT】 Leica Meter MR MR4 Black For M2 M3 M4 M4-2 M4-P From JAPAN #0715,88668,Light Meters,Light Meters
768,"Canon 50mm F/1.8  Leica LTM 39 chrome Lens, Exc++ From Japan#9356",3323,Lenses,Lenses
769,【Unused Boxed】 Lecia Minilux 35mm Film Camera 40mm f/2.4 from Japan-#1381,15230,Film Cameras,Film Cameras
770,【Excellent+++】 Leica Minilux 35mm Point & Shoot Film Camera From Japan #514,15230,Film Cameras,Film Cameras
771,Leica Barnack IIIf Red Dial with Self Rangefinder Camera Body from Japan,15230,Film Cameras,Film Cameras
772,"""RARE"" LEITZ WETZLAR Leica M6 Classic 35mm Rangefinder Film Camera Body #190529b",15230,Film Cameras,Film Cameras
773,[ Exc +5 ] Canon model 7 Leica Screw Mount Rangefinder Film camera body JAPAN,15230,Film Cameras,Film Cameras
774,[EXCELLENT]Lecia Camera Strap for Leica M  #4156,64343,Straps & Hand Grips,"Lens Adapters, Mounts & Tubes"
775,【MINT+++ IN BOX】 Leica M6 TTL 0.85 35mm Film Camera Black From JAPAN,15230,Film Cameras,Film Cameras
776,【TOP MINT IN BOX!!!】 Leica M6 0.72 Rangefinder Film Camera Body From Japan #45,15230,Film Cameras,Film Cameras
777,Leica Tele Elmarit M 90mm f/2.8 Camera Lens USED,3323,Lenses,Digital Cameras
778,Sharan Leica M3 MODEL Miniature MINOX Camera  #E05228,15230,Film Cameras,Digital Cameras
779,Rare! Leica M6 TTL 0.72 Black 35mm Film Rangefinder w/ Box From Japan F/S #2735,15230,Film Cameras,Film Cameras
780,Leica Leitz Summicron M 2/50 DR Dual Range 50 50mm F2 1957 Germany w/ Goggles,3323,Lenses,Lenses
781,680 Minolta M ROKKOR 90mm f4 for Leica M ***EXC-*** with R Hood,3323,Lenses,"Lens Adapters, Mounts & Tubes"
782,Leica M6 0.72 35mm Rangefinder Film Camera In Black #22272 D1,15230,Film Cameras,Film Cameras
783,"""AS-IS"" Canon Model 7 Leica Screw Mount 35mm Rangefinder body From Japan",15230,Film Cameras,Film Cameras
784,【Mint】Voigtlander Color-Skopar 21mm F4 MC Lens for Leica from Japan 458817,3323,Lenses,Viewfinders & Eyecups
785,Canon 100mm f/3.5 Leica Screw L39 LTM Mount Lens From Japan Excellent ++,3323,Lenses,Lenses
786,"""NMint"" Leica Genuine Leather Camera Case M Ever Ready For M6 From Japan 118",107894,"Cases, Bags & Covers","Cases, Bags & Covers"
787,[TOP MINT] Leica Summicron M 50mm f/2 E39 4th BLACK Germany from Japan #623,3323,Lenses,Digital Cameras
788,[EXCELLENT] Nicca Type-5 type-V Rangefinder Leica screw mount (1535),15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
789,"【Appearance EXC+++!!】 ""AS-IS"" Leica IIIc 35mm Rangefinder Film Camera Body Japan",15230,Film Cameras,Film Cameras
790,Leica Rangefinder FOKOS from Japan,167930,Viewfinders & Eyecups,Film Cameras
791,Exc+++ Leica Ernst Leitz GmbH Weltzlar Summicron f=5cm 1:2 Leica M Japan (2371),3323,Lenses,"Lens Adapters, Mounts & Tubes"
792,[TOP MINT] Leica M6 Black 0.72 Non TTL 35mm Rangefinder Camera from JAPAN A161N,15230,Film Cameras,Film Cameras
793,*RARE* Leica Pistol SCNOO Chrome for Leica IIIc Rapidwinder from JAPAN #015864,29970,Motor Drives & Winders,Viewfinders & Eyecups
794,Canon  Metal Hood for  Leica screw 50mm f1.2,78999,Lens Hoods,Lens Hoods
795,"Leica M6 TTL 0.72 JAPAN Model 35mm Rangefinder Camera ""Excellent in Box"" #2695",15230,Film Cameras,Film Cameras
796,"""Exc-"" Chiyoko Minolta Super Rokkor C 5cm 50mm f/2 Leica Screw LTM Vintage Lens",3323,Lenses,Lenses
797,[NEAR MINT w/ Hood] Minolta M-Rokkor 40mm f/2 Leica M mount CL CLE Japan #090,3323,Lenses,"Lens Adapters, Mounts & Tubes"
798,【Exc++】Voigtlander Color-Skopar 50mm F2.5 BLACK for Leica L39 from Japan 463051,3323,Lenses,Viewfinders & Eyecups
799,【MINT】Minolta M-Rokkor 90mm f/4 For Leica M Minolta CL CLE from Japan #949,3323,Lenses,Viewfinders & Eyecups
800,Canon 50mm F1.4 Leica Screw Mount LTM M39  SN20908,3323,Lenses,Lens Caps
801,【MINT+】Leica Camera Sholder Bag Black From JAPAN,107894,"Cases, Bags & Covers",Film Cameras
802,"Canon 50mm F/1.8 Leica Screw Mount LTM 39 Lens. ""MINT"" From Japan#3412",3323,Lenses,Lens Caps
803,CANON LENS 50mm F1.5 Leica Screw Mount LTM L39 from Japan #227,3323,Lenses,Lenses
804,[ TOP MINT ] Minolta CLE Rangefinder Film Camera Body Leica M M5 M6 From JAPAN,15230,Film Cameras,Film Cameras
805,【N MINT】 Minolta M Rokkor 40mm f/2 Lens for CL CLE Leica M Mount From JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
806,Minolta M-Rokkor 90mm F/4 Lens for Leica M #17995F5,3323,Lenses,"Lens Adapters, Mounts & Tubes"
807,[MINT] Genuine Canon S-50 Metal Lens Hood for 50mm f1.4 Leica L-Mount from JAPAN,78999,Lens Hoods,Lens Hoods
808,[TOP MINT] Voigtlander Nokton Classic 40mm f/1.4 MC MF VM Leica LH-6 Japan 430,3323,Lenses,Viewfinders & Eyecups
809,【 EXC+++++ 】 Leitz Leica Elmar M 50mm 5cm f/3.5 E39 Chrome Lens from JAPAN #761,3323,Lenses,Viewfinders & Eyecups
810,"""Near Mint"" Voigtlander Color-Skopar 50mm F/2.5 Lens for Leica L From Japan C466",3323,Lenses,Viewfinders & Eyecups
811,**EXC++++** Canon 35mm f/1.8 Leica Screw Mount LTM L39 MF Lens from JAPAN #364,3323,Lenses,Lenses
812,【Mint】 LEICA 14405 Hand Grip M Handle Black M2 M3 M4 M5 M6 From Japan #358,64343,Straps & Hand Grips,Straps & Hand Grips
813,[Excellent++++] Leica Meter MR Chrome For M2 M3 M4 M4-2 M4-P From JAPAN # 528,88668,Light Meters,Light Meters
814,【Excellent+++++】Leica M4 35mm Rangefinder Film Camera Body SNR:1233585,15230,Film Cameras,Film Cameras
815,Near mint Carl Zeiss Planar 50mm f2 T* ZM For Leica M w/Cap From Japan F/S #1553,3323,Lenses,Straps & Hand Grips
816,Leica Brilliant Viewfinder 12021 for 35mm lenses from Japan,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
817,*As is* CANON 50mm f/1.8 Leica Screw Mount L39 LTM for Canon 7 model Japan 715,3323,Lenses,Lenses
818,Canon 50mm F/1.4 Lens Leica Screw Mount LTM L39 from Japan 62790 Exc+++,3323,Lenses,Lenses
819,Genuine Leica Lens Case Vertical horizontal height 8x8x13 cm 13607,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
820,"Leica M6 TTL 0.72 35mm Rangefinder Camera in Black ""Excellent in Box"" #2666",15230,Film Cameras,Film Cameras
821,0839# ** As-Is ** Leica R5 Body,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
822,Asahi Kogaku Takumar 58mm f2.4 f/2.4 for asahi flex #72699,3323,Lenses,Lens Hoods
823,Asahi Kogaku Takumar 50mm f3.5  f/3.5 for asahi flex #47186,3323,Lenses,Lens Hoods
824,Leica Diopter Correction Lens M +1.0 14351,167930,Viewfinders & Eyecups,"Lens Adapters, Mounts & Tubes"
825,Sharan Leica 3f IIIf MODEL Miniature MINOX Camera BLACK SWEDISH ARMY #D01381,15230,Film Cameras,Digital Cameras
826,Nippon kogaku Nikkor S.C SC 5cm 50mm F1.4 w/Filter Lens Leica Screw LTM39 Exc++3,3323,Lenses,Lens Caps
827,[Near Mint] Leica Meter MR MR4 Black for M2 M3 M4 M4-2 M4-P From Japan #044,88668,Light Meters,Light Meters
828,Chiyoko Minolta Super Rokkor C 5cm 50mm f/2 Leica Screw Mount LTM L39 Lens Exc,3323,Lenses,Lenses
829,[MINT]Leica M6 0.72 35mm Rangefinder Film Camera In Black #4196,15230,Film Cameras,Film Cameras
830,"Leica M4-P 35mm Rangefinder Film Camera  in Black ""Excellent"" #2671",15230,Film Cameras,Film Cameras
831,【Exc+++++】Leica R6.2 Black 35mm Film Camera Body From JAPAN E-0293,15230,Film Cameras,Film Cameras
832,【EXC+++++】 Canon 50mm f/1.4 L39 LTM Leica Screw Mount MF Lens from JAPAN,3323,Lenses,Lenses
833,CANON 50mm/F1.8 Leica 39mm LMT screw mount #324050 VG,3323,Lenses,"Lens Adapters, Mounts & Tubes"
834,Canon 35mm 1:2 Leica Screw Mount L39 w/Cap From Japan #R018c,3323,Lenses,Lenses
835,◎EXC++++◎ Canon P 35mm Rangefinder Film Camera L39 Leica Screw Mount From Japan,15230,Film Cameras,Film Cameras
836,*MINT IN BOX* VOIGTLANDER SUPER WIDE HELIAR 15mm F4.5 ASPHERICAL LEICA L39 JAPAN,3323,Lenses,Viewfinders & Eyecups
837,"""TOP MINT in BOX""Konica M-Hexanon 90mm f/2.8 For Leica M-Mount  #2709",3323,Lenses,"Lens Adapters, Mounts & Tubes"
838,【NEAR MINT】 Leica MR Meter CHROME For M2 M3 M4 M4-P M4-2 from Japan #M01,88668,Light Meters,Light Meters
839,【Exc+++++】 Canon 35mm F/2 Leica Screw Mount LTM L39 Wide Angle From Japan,3323,Lenses,Lenses
840,*Mint-* Leica M3 Single Stroke SS Late Model Film Camera Body 1960 Year #2250,15230,Film Cameras,Film Cameras
841,【N MINT+++】 Leica Leitz Wetzlar Summicron C 40mm f/2 M Mount w/ Hood  from JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
842,【overhaul】TOP MINT w/ BOX Leica M6 0.72 BLACK Rangefinder 35mm Film Camera JAPAN,15230,Film Cameras,Film Cameras
843,Leica Macro-Adapter-R Macro Adapter R (14256) **MINT** Condition,30059,"Lens Adapters, Mounts & Tubes","Lens Adapters, Mounts & Tubes"
844,"Canon 100mm F 3.5 Leica LTM39 Lens, From Japan#6958",3323,Lenses,Viewfinders & Eyecups
845,[Exc++++] Canon 7 35mm Rangefinder Film Camera Body Leica L-mount L39 from JAPAN,15230,Film Cameras,Film Cameras
